BHK,Rent,Size,Area Type,Area Locality,City,Furnishing Status,Bathroom,Point of Contact
3,37500,1680,Super Area,Vadapalani,Chennai,Semi-Furnished,3,Contact Agent
2,7000,1100,Carpet Area,Kayarambedu,Chennai,Unfurnished,2,Contact Owner
1,6500,600,Super Area,"Chromepet, GST Road",Chennai,Unfurnished,1,Contact Owner
2,16000,820,Carpet Area,Purasaiwakkam,Chennai,Semi-Furnished,2,Contact Owner
3,34000,1125,Carpet Area,Vadapalani,Chennai,Semi-Furnished,3,Contact Agent
2,11500,973,Carpet Area,Padapai,Chennai,Semi-Furnished,2,Contact Owner
2,15000,780,Super Area,"Guindy Race Course, Guindy",Chennai,Furnished,1,Contact Owner
1,8000,400,Super Area,Mannivakkam,Chennai,Unfurnished,1,Contact Owner
4,220000,4000,Super Area,"Poes Garden, Teynampet",Chennai,Semi-Furnished,4,Contact Agent
2,22000,1000,Carpet Area,T Nagar,Chennai,Semi-Furnished,2,Contact Agent
3,85000,3500,Carpet Area,T Nagar,Chennai,Semi-Furnished,3,Contact Agent
1,6000,350,Super Area,Maduravoyal,Chennai,Semi-Furnished,1,Contact Owner
2,14000,800,Carpet Area,Choolaimedu High Road,Chennai,Semi-Furnished,2,Contact Owner
2,11500,700,Super Area,"Paddy field street,Perambur",Chennai,Unfurnished,2,Contact Owner
1,6000,550,Super Area,"Vimalapuram, Manali",Chennai,Unfurnished,1,Contact Owner
3,24000,2100,Super Area,Nanmangalam,Chennai,Semi-Furnished,4,Contact Owner
3,32000,1700,Super Area,Perumbakkam,Chennai,Semi-Furnished,3,Contact Owner
3,16000,1420,Carpet Area,"Rajakipakkam, Sembakkam",Chennai,Semi-Furnished,2,Contact Owner
2,13000,950,Carpet Area,Duraisamy Nagar,Chennai,Semi-Furnished,2,Contact Owner
2,14000,780,Super Area,Pallikaranai,Chennai,Semi-Furnished,2,Contact Owner
1,7500,800,Carpet Area,Jalladian Pet,Chennai,Unfurnished,1,Contact Owner
2,10000,500,Super Area,Koyambedu,Chennai,Semi-Furnished,1,Contact Owner
2,18500,1000,Super Area,Semmancheri,Chennai,Semi-Furnished,2,Contact Owner
2,12000,750,Super Area,Royapettah,Chennai,Unfurnished,2,Contact Owner
2,17000,1200,Carpet Area,Cmbt,Chennai,Unfurnished,2,Contact Owner
3,35000,1152,Carpet Area,Vadapalani,Chennai,Semi-Furnished,3,Contact Agent
2,9000,843,Super Area,Kovur,Chennai,Semi-Furnished,2,Contact Owner
2,13000,900,Super Area,Semmancheri,Chennai,Unfurnished,2,Contact Owner
2,27999,1250,Carpet Area,Nandambakkam,Chennai,Semi-Furnished,2,Contact Agent
2,11000,650,Super Area,Kodambakkam,Chennai,Unfurnished,2,Contact Owner
4,140000,2600,Carpet Area,Ranjith Road,Chennai,Semi-Furnished,4,Contact Agent
1,12000,700,Super Area,Indra Nagar,Chennai,Unfurnished,1,Contact Owner
2,13000,720,Carpet Area,"Sakthi Nagar, Adambakkam",Chennai,Unfurnished,2,Contact Owner
4,250000,3500,Carpet Area,"Poes Garden, Teynampet",Chennai,Semi-Furnished,4,Contact Agent
4,80000,3000,Carpet Area,"Egmore, PH Road",Chennai,Unfurnished,4,Contact Agent
2,22999,1144,Carpet Area,Iyyappanthangal,Chennai,Semi-Furnished,2,Contact Agent
3,36000,1750,Carpet Area,Anna Nagar,Chennai,Unfurnished,3,Contact Agent
3,70000,1450,Super Area,Madipakkam,Chennai,Unfurnished,2,Contact Owner
2,12500,590,Super Area,Choolaimedu,Chennai,Unfurnished,1,Contact Owner
2,18000,900,Super Area,Anna Nagar West Extension,Chennai,Semi-Furnished,2,Contact Owner
2,10000,800,Super Area,Ramapuram,Chennai,Semi-Furnished,1,Contact Owner
2,18000,1000,Super Area,Sholinganallur,Chennai,Semi-Furnished,2,Contact Owner
3,37000,1650,Super Area,Vadapalani,Chennai,Semi-Furnished,3,Contact Agent
2,18000,700,Carpet Area,Thiruvanmiyur,Chennai,Semi-Furnished,2,Contact Owner
3,25000,1280,Super Area,"MAHA BUILDERS, SAIMAA CASTLE, VELACHERY",Chennai,Semi-Furnished,2,Contact Owner
2,10000,700,Super Area,"Zamin Pallavaram, Pallavaram",Chennai,Unfurnished,2,Contact Owner
2,15000,980,Super Area,Purasaiwakkam,Chennai,Unfurnished,2,Contact Owner
2,15000,900,Carpet Area,Ramapuram,Chennai,Semi-Furnished,2,Contact Owner
1,9000,450,Super Area,Virugambakkam,Chennai,Unfurnished,1,Contact Owner
2,14000,1200,Super Area,Porur,Chennai,Unfurnished,2,Contact Owner
2,8500,650,Super Area,Jalladian Pet,Chennai,Semi-Furnished,2,Contact Owner
3,35000,1903,Super Area,Old Mahabalipuram Road,Chennai,Semi-Furnished,3,Contact Owner
2,10000,650,Super Area,Arcot Road Virugambakkam,Chennai,Semi-Furnished,1,Contact Owner
1,5000,450,Carpet Area,Housing Board,Chennai,Unfurnished,1,Contact Owner
2,23000,900,Carpet Area,besant nagar Chennai,Chennai,Unfurnished,2,Contact Owner
2,15000,550,Super Area,Ashok Nagar,Chennai,Unfurnished,1,Contact Owner
2,18500,750,Super Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,2,Contact Owner
2,28000,1000,Super Area,Velachery,Chennai,Semi-Furnished,2,Contact Owner
3,32000,1050,Carpet Area,Vadapalani,Chennai,Semi-Furnished,3,Contact Agent
1,14000,650,Carpet Area,"Mattan Kuppam, Triplicane",Chennai,Furnished,2,Contact Owner
1,7000,400,Super Area,Injambakkam,Chennai,Semi-Furnished,1,Contact Owner
3,33000,1075,Carpet Area,Vadapalani,Chennai,Semi-Furnished,3,Contact Agent
3,100000,2000,Carpet Area,Alwarpet,Chennai,Semi-Furnished,3,Contact Agent
2,18000,720,Super Area,Kasturibai Nagar,Chennai,Semi-Furnished,2,Contact Owner
3,16000,1000,Carpet Area,Ponniammanmedu,Chennai,Unfurnished,2,Contact Owner
1,8500,500,Super Area,Ayanavaram,Chennai,Unfurnished,1,Contact Owner
2,10000,900,Super Area,Nandivaram-Guduvancheri,Chennai,Furnished,2,Contact Owner
2,13500,900,Super Area,"Singaperumal Koil, Tiruchi Chennai Highway",Chennai,Semi-Furnished,2,Contact Owner
2,19000,900,Super Area,Kodambakkam,Chennai,Semi-Furnished,2,Contact Owner
1,11500,1000,Super Area,Ayappakkam,Chennai,Unfurnished,2,Contact Owner
3,22000,1300,Super Area,Jawahar Nagar,Chennai,Semi-Furnished,3,Contact Owner
3,12000,1383,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,3,Contact Owner
2,10000,800,Carpet Area,Guduvancheri,Chennai,Semi-Furnished,2,Contact Owner
2,15000,1500,Carpet Area,Madambakkam,Chennai,Unfurnished,2,Contact Owner
3,35000,1350,Carpet Area,Anna Nagar West Extension,Chennai,Semi-Furnished,2,Contact Agent
3,70000,2000,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,3,Contact Agent
3,32000,1200,Carpet Area,Anna Nagar West Extension,Chennai,Unfurnished,2,Contact Agent
3,35000,1912,Carpet Area,Alwarthirunagar,Chennai,Unfurnished,3,Contact Agent
1,10000,500,Carpet Area,Old Washermanpet,Chennai,Unfurnished,1,Contact Owner
2,11000,950,Super Area,"Iyyappanthangal Bus Stop, Iyyappanthangal, PH Road",Chennai,Unfurnished,2,Contact Owner
2,12000,1000,Carpet Area,Kolathur,Chennai,Unfurnished,2,Contact Owner
3,40000,1600,Carpet Area,Prestige Bellavista,Chennai,Unfurnished,3,Contact Owner
2,8000,900,Super Area,Sithalapakkam,Chennai,Unfurnished,2,Contact Owner
3,20000,1265,Super Area,Adambakkam,Chennai,Semi-Furnished,2,Contact Owner
3,12000,1060,Super Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Semi-Furnished,2,Contact Owner
2,15000,1050,Super Area,Medavakkam,Chennai,Semi-Furnished,2,Contact Owner
3,27000,1500,Carpet Area,Perungudi,Chennai,Unfurnished,3,Contact Agent
2,13000,890,Carpet Area,Oliyas Green court,Chennai,Unfurnished,2,Contact Owner
2,9000,700,Carpet Area,Keelkattalai,Chennai,Unfurnished,3,Contact Owner
3,25000,1146,Carpet Area,Chinna Porur,Chennai,Semi-Furnished,2,Contact Owner
1,12000,700,Super Area,Thiruvanmiyur,Chennai,Semi-Furnished,1,Contact Owner
2,18000,800,Carpet Area,Anna Nagar East,Chennai,Semi-Furnished,2,Contact Agent
2,9500,640,Carpet Area,Mogappair West,Chennai,Unfurnished,2,Contact Owner
2,14000,909,Super Area,Mahindra World City,Chennai,Semi-Furnished,2,Contact Owner
4,40000,2400,Carpet Area,"Palavakkam, E Coast Road",Chennai,Unfurnished,3,Contact Agent
4,70000,3800,Carpet Area,Injambakkam,Chennai,Semi-Furnished,4,Contact Agent
2,15000,400,Super Area,Periyamet,Chennai,Unfurnished,2,Contact Owner
2,8500,886,Super Area,Pallavan Nagar-Thiruverkadu,Chennai,Unfurnished,2,Contact Owner
3,27500,1570,Super Area,Sholinganallur,Chennai,Semi-Furnished,3,Contact Owner
2,15000,900,Super Area,Kolathur,Chennai,Unfurnished,2,Contact Owner
1,5000,400,Super Area,Medavakkam,Chennai,Unfurnished,1,Contact Owner
2,26000,1600,Super Area,Madipakkam,Chennai,Semi-Furnished,2,Contact Owner
2,14000,1000,Super Area,"Chromepet, GST Road",Chennai,Unfurnished,2,Contact Owner
2,20000,850,Super Area,Velachery,Chennai,Semi-Furnished,2,Contact Owner
2,12000,750,Super Area,Andal Nagar,Chennai,Unfurnished,2,Contact Owner
2,17000,750,Super Area,Kamarajar Salai,Chennai,Unfurnished,2,Contact Owner
3,75000,2000,Carpet Area,Deepa Appartment Turnbulls,Chennai,Semi-Furnished,3,Contact Owner
3,19500,1270,Super Area,Madipakkam,Chennai,Semi-Furnished,2,Contact Owner
2,10000,2000,Carpet Area,Sadhanadhapuram,Chennai,Semi-Furnished,2,Contact Owner
2,32000,1250,Super Area,Nungambakkam,Chennai,Furnished,2,Contact Owner
2,15000,1000,Super Area,Velachery,Chennai,Unfurnished,2,Contact Owner
3,28000,1050,Carpet Area,Pallavaram,Chennai,Semi-Furnished,3,Contact Agent
2,10677,800,Super Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Semi-Furnished,2,Contact Owner
3,50000,1625,Super Area,Old Mahabalipuram Road,Chennai,Furnished,3,Contact Agent
3,32500,1535,Super Area,Karapakkam,Chennai,Unfurnished,3,Contact Agent
2,23000,850,Carpet Area,Choolaimedu,Chennai,Furnished,2,Contact Owner
4,75000,3800,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Semi-Furnished,4,Contact Agent
4,250000,4500,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,4,Contact Agent
2,10000,1100,Super Area,Meerpet,Hyderabad,Unfurnished,2,Contact Owner
3,60000,3200,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,3,Contact Agent
2,12000,647,Super Area,Moti Nagar,Hyderabad,Unfurnished,1,Contact Owner
3,48000,1798,Super Area,Kondapur,Hyderabad,Semi-Furnished,3,Contact Agent
3,58000,1700,Carpet Area,TNGOS Colony,Hyderabad,Furnished,3,Contact Agent
2,14000,930,Super Area,Langar Houz,Hyderabad,Semi-Furnished,2,Contact Owner
1,7000,150,Super Area,Musheerabad,Hyderabad,Unfurnished,1,Contact Owner
2,13000,1200,Super Area,Attapur,Hyderabad,Semi-Furnished,2,Contact Owner
2,11000,1250,Super Area,poush,Hyderabad,Unfurnished,2,Contact Owner
2,9500,900,Super Area,Chilakalguda,Hyderabad,Semi-Furnished,2,Contact Owner
1,7500,500,Super Area,Hyderguda,Hyderabad,Semi-Furnished,1,Contact Agent
2,14000,900,Carpet Area,Karmanghat,Hyderabad,Semi-Furnished,2,Contact Owner
2,16000,1100,Super Area,Hyderguda,Hyderabad,Furnished,2,Contact Agent
3,18000,1500,Super Area,Hyderguda,Hyderabad,Semi-Furnished,3,Contact Agent
1,8200,500,Super Area,Langar Houz,Hyderabad,Unfurnished,1,Contact Owner
3,12000,1300,Carpet Area,"Ghatkesar, NH 2 2",Hyderabad,Furnished,3,Contact Owner
1,10000,300,Super Area,Attapur,Hyderabad,Furnished,1,Contact Owner
2,13000,800,Super Area,Jagadgiri Gutta,Hyderabad,Semi-Furnished,2,Contact Owner
3,22000,1400,Carpet Area,Aruna Colony,Hyderabad,Semi-Furnished,2,Contact Owner
1,10500,500,Super Area,Kothapet,Hyderabad,Furnished,1,Contact Owner
2,11000,750,Super Area,Fathenagar,Hyderabad,Unfurnished,2,Contact Owner
3,20000,1200,Super Area,"Abids, NH 7",Hyderabad,Semi-Furnished,3,Contact Owner
3,14000,1350,Carpet Area,"Gayatri Hills, Jubilee Hills",Hyderabad,Semi-Furnished,2,Contact Owner
2,12500,1400,Super Area,Nizampet,Hyderabad,Unfurnished,2,Contact Owner
1,10500,450,Super Area,Madhapur,Hyderabad,Unfurnished,1,Contact Owner
3,30000,2061,Super Area,Puppalaguda,Hyderabad,Furnished,3,Contact Owner
2,11000,100,Super Area,Mehdipatnam,Hyderabad,Furnished,2,Contact Owner
2,9000,1100,Super Area,"Vanasthalipuram, NH 9",Hyderabad,Semi-Furnished,2,Contact Owner
3,35000,1650,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,3,Contact Owner
3,23382,1500,Super Area,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,3,Contact Owner
2,9500,1140,Super Area,Nizampet,Hyderabad,Semi-Furnished,2,Contact Owner
2,9000,990,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,2,Contact Owner
3,60000,1700,Super Area,Gachibowli,Hyderabad,Semi-Furnished,3,Contact Owner
2,11000,1200,Super Area,Bandlaguda Jagir,Hyderabad,Unfurnished,2,Contact Owner
2,11000,850,Super Area,Mehdipatnam,Hyderabad,Unfurnished,2,Contact Owner
2,11000,900,Super Area,Musheerabad,Hyderabad,Unfurnished,2,Contact Owner
2,8000,800,Super Area,Gopanapalli,Hyderabad,Semi-Furnished,2,Contact Owner
2,9000,1000,Super Area,Hydershakote,Hyderabad,Unfurnished,2,Contact Owner
2,8000,1020,Super Area,Hydershakote,Hyderabad,Semi-Furnished,2,Contact Owner
1,5500,300,Super Area,Ameenpur,Hyderabad,Unfurnished,1,Contact Owner
2,12000,1800,Super Area,"Quthbullapur, NH 7",Hyderabad,Semi-Furnished,2,Contact Owner
3,25000,919,Carpet Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Semi-Furnished,2,Contact Owner
3,23000,25,Carpet Area,"Sanath Nagar, NH 9",Hyderabad,Semi-Furnished,3,Contact Owner
2,12000,1050,Super Area,Bandlaguda Jagir,Hyderabad,Semi-Furnished,2,Contact Owner
2,6500,200,Carpet Area,Dammaiguda,Hyderabad,Unfurnished,2,Contact Owner
1,9000,450,Super Area,Moti Nagar,Hyderabad,Unfurnished,1,Contact Owner
4,25000,1000,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,3,Contact Owner
3,12500,1250,Carpet Area,Kompally,Hyderabad,Semi-Furnished,2,Contact Owner
3,45000,1900,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Unfurnished,3,Contact Agent
2,27000,1500,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,2,Contact Owner
3,75000,2395,Carpet Area,"Vittal Rao Nagar, Hitech City",Hyderabad,Semi-Furnished,3,Contact Agent
2,9000,1800,Super Area,"Basheer Bagh, Hyderabad,",Hyderabad,Furnished,2,Contact Owner
2,12000,700,Carpet Area,BHEL,Hyderabad,Unfurnished,2,Contact Owner
3,24000,1700,Super Area,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,Unfurnished,2,Contact Agent
2,15000,1200,Super Area,"Rasoolpura, Mahatma Gandhi Road",Hyderabad,Unfurnished,2,Contact Owner
3,24000,1600,Carpet Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,3,Contact Owner
2,12000,745,Super Area,Sainikpuri,Hyderabad,Unfurnished,2,Contact Owner
3,27000,2210,Super Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,3,Contact Owner
3,30000,1450,Carpet Area,"Chandanagar, NH 9",Hyderabad,Semi-Furnished,3,Contact Owner
3,20000,1400,Super Area,Narayanaguda,Hyderabad,Semi-Furnished,3,Contact Owner
3,22000,2000,Carpet Area,A 307 Blossom Heights,Hyderabad,Furnished,3,Contact Owner
4,25000,1815,Super Area,Old Bowenpally,Hyderabad,Semi-Furnished,3,Contact Owner
2,23000,1000,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,1,Contact Owner
2,12000,1000,Super Area,in Maruthi Nagar-Dr A.S. Rao Nagar,Hyderabad,Unfurnished,2,Contact Owner
2,18000,1200,Super Area,Chanda Nagar,Hyderabad,Unfurnished,3,Contact Owner
3,55000,2430,Super Area,Gachibowli,Hyderabad,Semi-Furnished,3,Contact Agent
1,5000,140,Super Area,Malkajgiri,Hyderabad,Unfurnished,1,Contact Owner
2,13000,1200,Super Area,Nacharam,Hyderabad,Semi-Furnished,2,Contact Owner
2,9000,1100,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,3,Contact Owner
2,7000,800,Carpet Area,"Buddha Nagar Colony, Boduppal",Hyderabad,Unfurnished,2,Contact Owner
3,28000,1500,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,3,Contact Owner
2,15000,1200,Super Area,Amberpet,Hyderabad,Semi-Furnished,2,Contact Owner
3,14000,1350,Super Area,KTR Colony,Hyderabad,Semi-Furnished,3,Contact Owner
5,45000,2300,Carpet Area,Narayanguda,Hyderabad,Unfurnished,3,Contact Owner
1,12000,1300,Super Area,Alwal,Hyderabad,Furnished,2,Contact Owner
2,12500,1000,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,Semi-Furnished,2,Contact Owner
2,13000,1210,Super Area,Nizampet,Hyderabad,Unfurnished,2,Contact Owner
2,9500,1050,Super Area,"Bollaram, Outer Ring Road",Hyderabad,Unfurnished,2,Contact Owner
3,35000,1600,Carpet Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,3,Contact Agent
1,4000,300,Super Area,in Syed Ali Guda,Hyderabad,Unfurnished,1,Contact Owner
1,8000,300,Super Area,"Mallepally, NH 7",Hyderabad,Semi-Furnished,1,Contact Owner
2,12500,1010,Carpet Area,ECIL,Hyderabad,Unfurnished,2,Contact Owner
3,65000,1850,Carpet Area,"Patrika Nagar, Hitech City",Hyderabad,Furnished,3,Contact Owner
2,13000,1300,Carpet Area,"Ramanthapur, NH 2 2",Hyderabad,Semi-Furnished,2,Contact Owner
2,12500,1100,Carpet Area,Chanda Nagar,Hyderabad,Unfurnished,2,Contact Owner
3,45000,2200,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,3,Contact Agent
1,6000,500,Built Area,Seri Lingampally,Hyderabad,Unfurnished,1,Contact Owner
3,50000,2290,Super Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,3,Contact Agent
3,40000,1900,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,3,Contact Agent
3,30000,1600,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,3,Contact Agent
2,7000,800,Super Area,Chandrayanguttabalguda,Hyderabad,Unfurnished,1,Contact Owner
3,25000,1600,Super Area,"Sanath Nagar, NH 9",Hyderabad,Furnished,3,Contact Owner
1,9000,500,Super Area,"Miyapur, NH 9",Hyderabad,Unfurnished,1,Contact Owner
3,16000,1500,Carpet Area,"Pragathi Nagar, Kukatpally",Hyderabad,Furnished,3,Contact Owner
1,10500,650,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,1,Contact Owner
4,100000,3300,Carpet Area,"Vittal Rao Nagar, Hitech City",Hyderabad,Semi-Furnished,4,Contact Agent
2,9000,1200,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,2,Contact Owner
2,11000,800,Super Area,Ram nagar,Hyderabad,Semi-Furnished,2,Contact Owner
3,24000,1200,Super Area,"Kachiguda, NH 2 2",Hyderabad,Semi-Furnished,4,Contact Owner
2,12000,1000,Super Area,"Nallagandla, Serilingampally",Hyderabad,Unfurnished,1,Contact Owner
2,20000,1600,Super Area,Kothapet,Hyderabad,Unfurnished,3,Contact Owner
2,24000,1200,Carpet Area,Dr A.S. Rao Nagar,Hyderabad,Furnished,2,Contact Owner
2,12000,1100,Super Area,"Balapur X road,Triveni nagar",Hyderabad,Semi-Furnished,2,Contact Owner
3,12000,1250,Carpet Area,Alwal,Hyderabad,Semi-Furnished,3,Contact Owner
2,10000,1100,Carpet Area,Gajularamaram,Hyderabad,Unfurnished,2,Contact Owner
2,45000,1600,Super Area,Kattedan Rd,Hyderabad,Furnished,2,Contact Owner
2,22000,1000,Super Area,Gachibowli,Hyderabad,Semi-Furnished,2,Contact Owner
1,6500,455,Super Area,Bandlaguda Jagir,Hyderabad,Unfurnished,1,Contact Owner
3,40000,1473,Super Area,"Kukatpally, NH 9",Hyderabad,Furnished,2,Contact Owner
5,300000,4050,Super Area,"Bandlaguda Jagir,, Hyderabad",Hyderabad,Unfurnished,4,Contact Owner
1,4000,400,Super Area,Borabanda,Hyderabad,Unfurnished,1,Contact Owner
2,12000,1300,Super Area,"Gandhamguda, Bairagiguda",Hyderabad,Semi-Furnished,2,Contact Owner
4,27000,2520,Carpet Area,Defence Colony Layout,Hyderabad,Semi-Furnished,5,Contact Owner
1,10000,500,Super Area,Gachibowli,Hyderabad,Furnished,1,Contact Owner
2,10000,200,Super Area,"Pathar Gatti, NH 7",Hyderabad,Unfurnished,1,Contact Owner
2,10000,1200,Super Area,Upperpally,Hyderabad,Unfurnished,2,Contact Owner
3,18000,1950,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,3,Contact Owner
1,14500,500,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,1,Contact Agent
1,9000,500,Super Area,"Miyapur, NH 9",Hyderabad,Unfurnished,3,Contact Owner
2,14000,1150,Super Area,Bandlaguda Jagir,Hyderabad,Furnished,2,Contact Owner
2,18000,242,Super Area,"APHB Colony-Moula Ali, Moula Ali Road",Hyderabad,Unfurnished,2,Contact Owner
2,9500,720,Carpet Area,"Pocharam, NH 2 2",Hyderabad,Semi-Furnished,2,Contact Owner
3,49000,1800,Super Area,Nanakram Guda,Hyderabad,Unfurnished,3,Contact Agent
1,9000,450,Super Area,"Chandulal bela colony, shahalibanda",Hyderabad,Semi-Furnished,1,Contact Owner
2,130000,130,Super Area,Lal Darwaza,Hyderabad,Unfurnished,2,Contact Owner
2,8000,690,Super Area,New Malakpet,Hyderabad,Unfurnished,2,Contact Owner
2,13000,1000,Super Area,Madhapur,Hyderabad,Furnished,2,Contact Owner
3,18000,1500,Super Area,Shivaji Nagar,Hyderabad,Semi-Furnished,2,Contact Owner
3,18000,1150,Super Area,New Nallakunta,Hyderabad,Semi-Furnished,3,Contact Owner
3,32000,1783,Super Area,Gopanapalli,Hyderabad,Semi-Furnished,2,Contact Owner
2,15000,900,Super Area,Santosh Nagar,Hyderabad,Unfurnished,2,Contact Owner
3,35000,1725,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Furnished,3,Contact Owner
1,6000,680,Carpet Area,Bapu Nagar-Langar Houz,Hyderabad,Unfurnished,1,Contact Owner
1,9000,550,Super Area,"Uppal, NH 2 2",Hyderabad,Semi-Furnished,1,Contact Owner
2,9500,1290,Super Area,"Jillelguda, Medbowli",Hyderabad,Semi-Furnished,2,Contact Owner
2,12500,1450,Super Area,"Arvind Nagar Colony, Toli Chowki",Hyderabad,Semi-Furnished,2,Contact Owner
2,25000,1300,Super Area,Madhapur,Hyderabad,Semi-Furnished,2,Contact Owner
2,15000,1450,Super Area,Nagole,Hyderabad,Semi-Furnished,2,Contact Owner
3,38000,1496,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,2,Contact Agent
3,20000,1850,Super Area,Kompally,Hyderabad,Semi-Furnished,2,Contact Owner
3,15000,1600,Carpet Area,Old Bowenpally,Hyderabad,Semi-Furnished,3,Contact Owner
3,130000,3500,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,3,Contact Agent
3,27000,1850,Super Area,"Red Hills, Lakdikapul, NH 7",Hyderabad,Semi-Furnished,3,Contact Owner
2,16000,1210,Super Area,Secunderabad,Hyderabad,Unfurnished,2,Contact Owner
2,13000,1400,Super Area,"Mallampet, Outer Ring Road",Hyderabad,Semi-Furnished,2,Contact Owner
2,10000,950,Super Area,"Uppal, NH 2 2",Hyderabad,Semi-Furnished,2,Contact Owner
